task_id,granularity,doc_id,page_no,table_id,logical_subtable_id,bbox,reason_codes,suggested_provider,priority_score,expected_benefit,source_review_id,meta_json
REOCR00180,row,债务人审计报告-2022年,14,2,,"[162, 725, 993, 758]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00298,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00181,row,债务人审计报告-2022年,14,2,,"[162, 725, 993, 758]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00301,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00182,row,债务人审计报告-2022年,14,2,,"[162, 756, 993, 791]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00302,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00183,row,债务人审计报告-2022年,14,2,,"[162, 756, 993, 791]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00305,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00184,row,债务人审计报告-2022年,14,3,,"[159, 1243, 989, 1277]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00332,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00185,row,债务人审计报告-2022年,14,3,,"[159, 1276, 989, 1309]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00334,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00186,row,债务人审计报告-2022年,14,3,,"[159, 1308, 989, 1341]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00337,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00187,row,债务人审计报告-2022年,14,3,,"[159, 1341, 988, 1374]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00339,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00188,row,债务人审计报告-2022年,14,3,,"[159, 1372, 988, 1406]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00341,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00189,row,债务人审计报告-2022年,14,3,,"[159, 1405, 988, 1438]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00343,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00190,row,债务人审计报告-2022年,14,3,,"[159, 1438, 988, 1471]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00345,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00191,row,债务人审计报告-2022年,14,3,,"[159, 1471, 988, 1504]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00347,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00192,row,债务人审计报告-2022年,14,3,,"[159, 1502, 988, 1538]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00348,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00193,row,债务人审计报告-2022年,14,3,,"[159, 1502, 988, 1538]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00349,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00194,page,债务人审计报告-2022年,14,8,,,"[""mapping:unmapped"",""validation:subtotal_check:fail""]",aliyun_table,5.5,reduce_validation_failures,REV00356,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00195,page,债务人审计报告-2022年,14,8,,,"[""mapping:unmapped"",""validation:subtotal_check:fail""]",aliyun_table,5.5,reduce_validation_failures,REV00357,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00196,page,债务人审计报告-2022年,14,8,,,"[""mapping:unmapped"",""validation:subtotal_check:fail""]",aliyun_table,5.5,reduce_validation_failures,REV00358,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00197,page,债务人审计报告-2022年,14,8,,,"[""mapping:unmapped"",""validation:subtotal_check:fail""]",aliyun_table,5.5,reduce_validation_failures,REV00359,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00198,page,债务人审计报告-2022年,14,8,,,"[""mapping:unmapped"",""validation:subtotal_check:fail""]",aliyun_table,5.5,reduce_validation_failures,REV00360,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00199,page,债务人审计报告-2022年,14,8,,,"[""mapping:unmapped"",""validation:subtotal_check:fail""]",aliyun_table,5.5,reduce_validation_failures,REV00361,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00200,page,债务人审计报告-2022年,14,8,,,"[""mapping:unmapped"",""validation:subtotal_check:fail""]",aliyun_table,5.5,reduce_validation_failures,REV00362,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00201,page,债务人审计报告-2022年,14,8,,,"[""mapping:unmapped"",""validation:subtotal_check:fail""]",aliyun_table,5.5,reduce_validation_failures,REV00365,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00202,page,债务人审计报告-2022年,14,8,,,"[""mapping:unmapped"",""validation:subtotal_check:fail""]",aliyun_table,5.5,reduce_validation_failures,REV00368,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00203,page,债务人审计报告-2022年,14,8,,,"[""mapping:unmapped"",""validation:subtotal_check:fail""]",aliyun_table,5.5,reduce_validation_failures,REV00369,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00204,page,债务人审计报告-2022年,14,8,,,"[""mapping:unmapped"",""validation:subtotal_check:fail""]",aliyun_table,5.5,reduce_validation_failures,REV00370,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00205,page,债务人审计报告-2022年,14,8,,,"[""mapping:unmapped"",""validation:subtotal_check:fail""]",aliyun_table,5.5,reduce_validation_failures,REV00371,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00206,page,债务人审计报告-2022年,14,8,,,"[""mapping:unmapped"",""validation:subtotal_check:fail""]",aliyun_table,5.5,reduce_validation_failures,REV00372,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00207,page,债务人审计报告-2022年,14,8,,,"[""mapping:unmapped"",""validation:subtotal_check:fail""]",aliyun_table,5.5,reduce_validation_failures,REV00373,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00208,page,债务人审计报告-2022年,14,8,,,"[""mapping:unmapped"",""validation:subtotal_check:fail""]",aliyun_table,5.5,reduce_validation_failures,REV00374,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00209,page,债务人审计报告-2022年,14,8,,,"[""mapping:unmapped"",""validation:subtotal_check:fail""]",aliyun_table,5.5,reduce_validation_failures,REV00377,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00210,row,债务人审计报告-2022年,15,1,,"[161, 630, 992, 666]","[""mapping:unmapped"",""validation:ratio_total_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00398,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00211,row,债务人审计报告-2022年,15,1,,"[161, 630, 992, 666]","[""mapping:unmapped"",""validation:ratio_total_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00399,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00212,row,债务人审计报告-2022年,15,1,,"[161, 630, 992, 666]","[""mapping:unmapped"",""validation:ratio_total_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00401,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00213,row,债务人审计报告-2022年,15,1,,"[161, 787, 993, 824]","[""mapping:unmapped"",""validation:ratio_total_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00411,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00214,row,债务人审计报告-2022年,15,1,,"[161, 787, 993, 824]","[""mapping:unmapped"",""validation:ratio_total_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00412,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00215,row,债务人审计报告-2022年,15,1,,"[161, 946, 992, 981]","[""mapping:unmapped"",""validation:ratio_total_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00425,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00216,row,债务人审计报告-2022年,15,1,,"[161, 946, 992, 981]","[""mapping:unmapped"",""validation:ratio_total_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00426,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00217,row,债务人审计报告-2022年,15,1,,"[161, 946, 992, 981]","[""mapping:unmapped"",""validation:ratio_total_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00427,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00218,row,债务人审计报告-2022年,15,1,,"[161, 946, 992, 981]","[""mapping:unmapped"",""validation:ratio_total_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00428,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00219,row,债务人审计报告-2022年,15,1,,"[161, 946, 992, 981]","[""mapping:unmapped"",""validation:ratio_total_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00429,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00220,row,债务人审计报告-2022年,15,2,,"[161, 1330, 988, 1363]","[""mapping:unmapped"",""validation:ratio_total_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00452,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00221,row,债务人审计报告-2022年,15,2,,"[161, 1330, 988, 1363]","[""mapping:unmapped"",""validation:ratio_total_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00453,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00222,row,债务人审计报告-2022年,15,2,,"[161, 1330, 988, 1363]","[""mapping:unmapped"",""validation:ratio_total_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00454,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00223,row,债务人审计报告-2022年,15,2,,"[161, 1509, 988, 1542]","[""mapping:unmapped"",""validation:ratio_total_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00471,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00224,row,债务人审计报告-2022年,15,2,,"[161, 1509, 988, 1542]","[""mapping:unmapped"",""validation:ratio_total_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00472,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00225,row,债务人审计报告-2022年,15,2,,"[161, 1509, 988, 1542]","[""mapping:unmapped"",""validation:ratio_total_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00473,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00226,row,债务人审计报告-2022年,17,0,,"[161, 230, 996, 266]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00513,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00227,row,债务人审计报告-2022年,17,0,,"[161, 230, 996, 266]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00514,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00228,row,债务人审计报告-2022年,17,0,,"[161, 264, 996, 297]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00515,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00229,row,债务人审计报告-2022年,17,0,,"[161, 264, 996, 297]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00516,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00230,row,债务人审计报告-2022年,17,0,,"[161, 296, 996, 333]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00517,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00231,row,债务人审计报告-2022年,17,1,,"[161, 495, 993, 532]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00519,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00232,row,债务人审计报告-2022年,17,1,,"[161, 530, 993, 567]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00521,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00233,row,债务人审计报告-2022年,17,1,,"[159, 564, 993, 603]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00523,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00234,row,债务人审计报告-2022年,17,1,,"[159, 601, 993, 637]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00525,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00235,row,债务人审计报告-2022年,17,1,,"[159, 635, 993, 672]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00527,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00236,row,债务人审计报告-2022年,17,1,,"[159, 670, 993, 706]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00529,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00237,row,债务人审计报告-2022年,17,1,,"[161, 705, 993, 743]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00531,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00238,row,债务人审计报告-2022年,17,2,,"[159, 908, 991, 945]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00534,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00239,row,债务人审计报告-2022年,17,2,,"[159, 943, 991, 979]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00535,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00240,row,债务人审计报告-2022年,17,2,,"[158, 978, 991, 1014]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00537,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00241,row,债务人审计报告-2022年,17,2,,"[158, 978, 991, 1014]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00538,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00242,row,债务人审计报告-2022年,17,2,,"[159, 1047, 991, 1085]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00541,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00243,row,债务人审计报告-2022年,17,2,,"[159, 1047, 991, 1085]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00542,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00244,page,债务人审计报告-2022年,17,3,,,"[""mapping:unmapped"",""validation:subtotal_check:fail""]",aliyun_table,5.5,reduce_validation_failures,REV00568,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00245,page,债务人审计报告-2022年,17,3,,,"[""mapping:unmapped"",""validation:subtotal_check:fail""]",aliyun_table,5.5,reduce_validation_failures,REV00569,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00246,page,债务人审计报告-2022年,17,3,,,"[""mapping:unmapped"",""validation:subtotal_check:fail""]",aliyun_table,5.5,reduce_validation_failures,REV00570,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00247,page,债务人审计报告-2022年,17,5,,,"[""mapping:unmapped"",""validation:subtotal_check:fail""]",aliyun_table,5.5,reduce_validation_failures,REV00573,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00248,page,债务人审计报告-2022年,17,5,,,"[""mapping:unmapped"",""validation:subtotal_check:fail""]",aliyun_table,5.5,reduce_validation_failures,REV00575,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00249,page,债务人审计报告-2022年,17,5,,,"[""mapping:unmapped"",""validation:subtotal_check:fail""]",aliyun_table,5.5,reduce_validation_failures,REV00577,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00250,row,债务人审计报告-2022年,4,0,,"[133, 989, 1080, 1021]","[""validation:subtotal_check:fail""]",tencent_table_v3,3.0,reduce_validation_failures,REV00021,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00251,row,债务人审计报告-2022年,4,0,,"[133, 989, 1080, 1021]","[""validation:subtotal_check:fail""]",tencent_table_v3,3.0,reduce_validation_failures,REV00022,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00252,row,债务人审计报告-2022年,4,0,,"[133, 1291, 1077, 1322]","[""validation:subtotal_check:fail""]",tencent_table_v3,3.0,reduce_validation_failures,REV00060,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00253,row,债务人审计报告-2022年,4,0,,"[133, 1291, 1077, 1322]","[""validation:subtotal_check:fail""]",tencent_table_v3,3.0,reduce_validation_failures,REV00061,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00254,row,债务人审计报告-2022年,4,0,,"[133, 328, 1081, 359]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00001,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00255,row,债务人审计报告-2022年,4,0,,"[133, 328, 1081, 359]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00002,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00256,row,债务人审计报告-2022年,4,0,,"[133, 629, 1080, 660]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00003,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00257,row,债务人审计报告-2022年,4,0,,"[133, 629, 1080, 660]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00004,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00258,row,债务人审计报告-2022年,4,0,,"[133, 718, 1080, 750]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00005,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00259,row,债务人审计报告-2022年,4,0,,"[133, 718, 1080, 750]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00006,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00260,row,债务人审计报告-2022年,4,0,,"[133, 779, 1080, 810]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00007,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00261,row,债务人审计报告-2022年,4,0,,"[133, 779, 1080, 810]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00008,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00262,row,债务人审计报告-2022年,4,0,,"[133, 809, 1080, 841]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00009,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00263,row,债务人审计报告-2022年,4,0,,"[133, 809, 1080, 841]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00010,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00264,row,债务人审计报告-2022年,4,0,,"[133, 839, 1080, 871]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00011,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00265,row,债务人审计报告-2022年,4,0,,"[133, 839, 1080, 871]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00012,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00266,row,债务人审计报告-2022年,4,0,,"[133, 959, 1080, 991]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00019,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00267,row,债务人审计报告-2022年,4,0,,"[133, 959, 1080, 991]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00020,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00268,row,债务人审计报告-2022年,4,0,,"[133, 1139, 1077, 1171]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00025,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00269,row,债务人审计报告-2022年,4,0,,"[133, 1139, 1077, 1171]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00026,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00270,row,债务人审计报告-2022年,4,0,,"[133, 1230, 1077, 1262]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00027,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00271,row,债务人审计报告-2022年,4,0,,"[133, 1230, 1077, 1262]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00028,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00272,row,债务人审计报告-2022年,4,0,,"[133, 1260, 1077, 1292]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00029,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00273,row,债务人审计报告-2022年,4,0,,"[133, 1260, 1077, 1292]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00030,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00274,row,债务人审计报告-2022年,4,0,,"[133, 1291, 1077, 1322]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00031,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00275,row,债务人审计报告-2022年,4,0,,"[133, 1291, 1077, 1322]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00032,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00276,row,债务人审计报告-2022年,4,0,,"[133, 1320, 1077, 1352]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00033,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00277,row,债务人审计报告-2022年,4,0,,"[133, 1320, 1077, 1352]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00034,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00278,row,债务人审计报告-2022年,4,0,,"[133, 449, 1081, 480]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00035,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00279,row,债务人审计报告-2022年,4,0,,"[133, 449, 1081, 480]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00036,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00280,row,债务人审计报告-2022年,4,0,,"[133, 629, 1080, 660]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00037,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00281,row,债务人审计报告-2022年,4,0,,"[133, 629, 1080, 660]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00038,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00282,row,债务人审计报告-2022年,4,0,,"[133, 659, 1080, 691]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00039,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00283,row,债务人审计报告-2022年,4,0,,"[133, 659, 1080, 691]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00040,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00284,row,债务人审计报告-2022年,4,0,,"[133, 779, 1080, 810]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00041,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00285,row,债务人审计报告-2022年,4,0,,"[133, 779, 1080, 810]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00042,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00286,row,债务人审计报告-2022年,4,0,,"[133, 929, 1080, 960]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00043,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00287,row,债务人审计报告-2022年,4,0,,"[133, 929, 1080, 960]","[""mapping:unmapped""]",tencent_table_v3,2.5,improve_mapping_readability,REV00044,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
